Temperature,H2,H2O,CO,CO2,CH2O,CH4,CH3OH,C2H2,CH3CHO,C2H4,C2H6,CH3COCH3,A1-C6H6,C5H6,A2-C10H8,A1OH-C6H6O,C5H4O2,C2H2O2,HAA-C2H4O2,XYLOSE-C5H8O,C11H12O4,C8H10O3,C2H5OH,HCOOH
1123.0,5e-05,0.47937,0.06513,0.0198,0.03808,0.00379,0.03151,0.0,0.007,0.04773,0.0,0.05544,0.0,0.0,0.0,0.01791,0.0,0.00568,0.0365,0.00955,0.07802,0.0,0.00168,0.00462
1123.0,4e-05,0.46238,0.07278,0.01942,0.03651,0.00439,0.0363,0.0,0.00768,0.04532,0.0,0.05391,0.0,0.0,0.0,0.01716,0.0,0.00515,0.03427,0.0112,0.09054,0.0,0.00146,0.00511
1123.0,4e-05,0.447,0.08065,0.01909,0.03469,0.00451,0.03945,0.0,0.00739,0.0434,0.0,0.05157,0.0,0.0,0.0,0.01673,0.0,0.00467,0.03256,0.01287,0.10334,0.0,0.00126,0.00515
1123.0,0.0,0.16329,0.20913,0.05918,0.05472,0.01021,0.09476,0.0,0.01667,0.07059,0.0,0.05635,0.0,0.0,0.0,0.04473,0.0,0.0,0.02824,0.0,0.08926,0.0,0.0,0.0099
1123.0,7e-05,0.13417,0.17222,0.03379,0.05755,0.00814,0.08579,0.0,0.0164,0.0662,0.0,0.08604,0.0,0.0,0.0,0.03099,0.0,0.00839,0.05865,0.01046,0.07448,0.0,0.00249,0.00918
1123.0,6e-05,0.12889,0.16624,0.02932,0.05113,0.00726,0.07691,0.0,0.01383,0.06081,0.0,0.07711,0.0,0.0,0.0,0.03926,0.0,0.00716,0.06468,0.01381,0.08823,0.0,0.00203,0.00813
1123.0,6e-05,0.12451,0.15689,0.02694,0.04802,0.0067,0.07263,0.0,0.01177,0.0593,0.0,0.07267,0.0,0.0,0.0,0.03961,0.0,0.00644,0.06332,0.01756,0.11433,0.0,0.00172,0.0075
1123.0,6e-05,0.30731,0.1365,0.02708,0.04646,0.00659,0.06946,0.0,0.01316,0.05385,0.0,0.06968,0.0,0.0,0.0,0.02277,0.0,0.00668,0.04468,0.00942,0.06324,0.0,0.00197,0.00743
1123.0,5e-05,0.30312,0.13146,0.0254,0.04449,0.0063,0.06707,0.0,0.01204,0.05309,0.0,0.06728,0.0,0.0,0.0,0.02294,0.0,0.00619,0.04367,0.01263,0.07766,0.0,0.00174,0.00709
1123.0,5e-05,0.2866,0.12727,0.02234,0.03987,0.00555,0.06034,0.0,0.00977,0.04929,0.0,0.06039,0.0,0.0,0.0,0.03035,0.0,0.00534,0.04973,0.01477,0.09536,0.0,0.00141,0.00623
1123.0,5e-05,0.45028,0.10797,0.02103,0.0374,0.00532,0.05397,0.0,0.01057,0.04358,0.0,0.05625,0.0,0.0,0.0,0.01693,0.0,0.00533,0.03431,0.00819,0.05204,0.0,0.00156,0.00599
1123.0,4e-05,0.44242,0.10514,0.02033,0.03569,0.00506,0.05385,0.0,0.00968,0.04265,0.0,0.05406,0.0,0.0,0.0,0.018,0.0,0.00496,0.03458,0.01036,0.06225,0.0,0.00138,0.0057
1123.0,4e-05,0.42143,0.1031,0.0182,0.03247,0.00452,0.04916,0.0,0.00795,0.04016,0.0,0.0492,0.0,0.0,0.0,0.02425,0.0,0.00434,0.03998,0.01206,0.07776,0.0,0.00115,0.00507
1123.0,8e-05,0.13533,0.17489,0.03514,0.05885,0.00826,0.08705,0.0,0.01695,0.06655,0.0,0.08736,0.0,0.0,0.0,0.03118,0.0,0.00884,0.05993,0.00794,0.06824,0.0,0.00265,0.00934
1123.0,0.0,0.15402,0.19977,0.05296,0.0485,0.00884,0.08338,0.0,0.01367,0.06321,0.0,0.04877,0.0,0.0,0.0,0.05492,0.0,0.0,0.04191,0.0,0.10268,0.0,0.0,0.00853
1123.0,7e-05,0.13082,0.17068,0.03083,0.05278,0.00748,0.0788,0.0,0.01474,0.06135,0.0,0.07904,0.0,0.0,0.0,0.03953,0.0,0.00763,0.06612,0.01096,0.07659,0.0,0.00223,0.00839
1123.0,6e-05,0.12633,0.16177,0.0283,0.04943,0.00692,0.07421,0.0,0.01269,0.05955,0.0,0.07433,0.0,0.0,0.0,0.04052,0.0,0.00689,0.06539,0.01465,0.1013,0.0,0.00191,0.00774
1123.0,6e-05,0.30787,0.13823,0.02803,0.04732,0.00664,0.07021,0.0,0.01348,0.054,0.0,0.07039,0.0,0.0,0.0,0.02309,0.0,0.00698,0.04574,0.00733,0.05942,0.0,0.0021,0.00751
1123.0,6e-05,0.30602,0.13459,0.02661,0.0459,0.00649,0.06875,0.0,0.01279,0.05367,0.0,0.069,0.0,0.0,0.0,0.02258,0.0,0.00657,0.04419,0.01052,0.06861,0.0,0.00189,0.00732
1123.0,5e-05,0.29947,0.12724,0.02475,0.04345,0.00603,0.06537,0.0,0.0111,0.05256,0.0,0.06549,0.0,0.0,0.0,0.02306,0.0,0.006,0.04335,0.01356,0.09113,0.0,0.00165,0.00681
1123.0,5e-05,0.45384,0.10749,0.0214,0.03831,0.00536,0.05235,0.0,0.01081,0.04406,0.0,0.05713,0.0,0.0,0.0,0.01687,0.0,0.00559,0.03486,0.00661,0.04999,0.0,0.00168,0.00607
1123.0,5e-05,0.44723,0.10707,0.02097,0.03685,0.00523,0.05474,0.0,0.01027,0.04325,0.0,0.05552,0.0,0.0,0.0,0.01713,0.0,0.00523,0.03428,0.00887,0.05551,0.0,0.0015,0.00589
1123.0,4e-05,0.43821,0.10162,0.0199,0.03491,0.00483,0.05249,0.0,0.00888,0.04228,0.0,0.05262,0.0,0.0,0.0,0.01813,0.0,0.00483,0.03442,0.01101,0.07437,0.0,0.00132,0.00547
1123.0,8e-05,0.13581,0.17594,0.03601,0.05959,0.0083,0.08764,0.0,0.01719,0.06672,0.0,0.08804,0.0,0.0,0.0,0.03125,0.0,0.00916,0.06077,0.00647,0.0664,0.0,0.00274,0.00941
1123.0,7e-05,0.13186,0.17283,0.03142,0.05345,0.0076,0.07964,0.0,0.01518,0.06158,0.0,0.07998,0.0,0.0,0.0,0.03968,0.0,0.00785,0.0668,0.01009,0.07066,0.0,0.00229,0.00852
1123.0,0.0,0.1487,0.18887,0.0523,0.04724,0.0082,0.08025,0.0,0.01158,0.06243,0.0,0.04564,0.0,0.0,0.0,0.05385,0.0,0.0,0.04095,0.0,0.13564,0.0,0.0,0.00792
1123.0,6e-05,0.12735,0.16424,0.02874,0.04995,0.00704,0.07491,0.0,0.01315,0.05965,0.0,0.0751,0.0,0.0,0.0,0.04098,0.0,0.00704,0.06626,0.01377,0.09418,0.0,0.00197,0.00786
1123.0,6e-05,0.30813,0.13899,0.02869,0.04787,0.00666,0.07062,0.0,0.01364,0.05409,0.0,0.07084,0.0,0.0,0.0,0.02321,0.0,0.00722,0.04642,0.0061,0.05818,0.0,0.00218,0.00756
1123.0,6e-05,0.30661,0.13603,0.02734,0.04654,0.00655,0.06932,0.0,0.01307,0.05377,0.0,0.06963,0.0,0.0,0.0,0.02284,0.0,0.00683,0.04509,0.00916,0.0653,0.0,0.00198,0.00739
1123.0,5e-05,0.30238,0.12886,0.02558,0.0445,0.00618,0.06659,0.0,0.01164,0.05319,0.0,0.06694,0.0,0.0,0.0,0.02213,0.0,0.00629,0.04301,0.0126,0.08609,0.0,0.00174,0.00699
1123.0,5e-05,0.4583,0.1048,0.02156,0.03906,0.00534,0.05023,0.0,0.01088,0.04463,0.0,0.05787,0.0,0.0,0.0,0.01692,0.0,0.00583,0.03551,0.00563,0.04899,0.0,0.00176,0.00608
1123.0,5e-05,0.44819,0.10834,0.02159,0.03746,0.00529,0.05552,0.0,0.01055,0.0434,0.0,0.05615,0.0,0.0,0.0,0.01719,0.0,0.00544,0.03483,0.00767,0.0521,0.0,0.00158,0.00597
1123.0,4e-05,0.44029,0.10288,0.0204,0.03552,0.00492,0.05317,0.0,0.00921,0.04254,0.0,0.05339,0.0,0.0,0.0,0.01785,0.0,0.005,0.03449,0.01015,0.07027,0.0,0.00138,0.00557
1123.0,9e-05,0.13513,0.17998,0.03242,0.05491,0.0085,0.08187,0.0,0.01651,0.06253,0.0,0.08227,0.0,0.0,0.0,0.04049,0.0,0.00813,0.06837,0.00809,0.0492,0.0,0.00243,0.00889
1123.0,0.00015,0.13033,0.17274,0.02977,0.05139,0.01023,0.07715,0.0,0.01468,0.06251,0.0,0.07745,0.0,0.0,0.0,0.0417,0.0,0.00734,0.06776,0.01138,0.06838,0.0,0.00213,0.00827
1123.0,9e-05,0.12668,0.16303,0.02776,0.04898,0.00786,0.07399,0.0,0.01284,0.06007,0.0,0.0742,0.0,0.0,0.0,0.04091,0.0,0.00673,0.06543,0.0156,0.09624,0.0,0.00184,0.00776
1123.0,0.0,0.3349,0.12802,0.04967,0.04439,0.00737,0.05919,0.0,0.00976,0.05925,0.0,0.04172,0.0,0.0,0.0,0.03065,0.0,0.0,0.016,0.0,0.15037,0.0,0.0,0.00719
1123.0,0.0,0.33011,0.16609,0.04741,0.04375,0.00811,0.07565,0.0,0.01314,0.05654,0.0,0.04485,0.0,0.0,0.0,0.0354,0.0,0.0,0.02214,0.0,0.07551,0.0,0.0,0.00787
1123.0,6e-05,0.3032,0.1438,0.02696,0.04594,0.0068,0.06869,0.0,0.01372,0.05238,0.0,0.06898,0.0,0.0,0.0,0.02825,0.0,0.00672,0.05075,0.00755,0.04431,0.0,0.002,0.00745
1123.0,7e-05,0.29223,0.14026,0.02449,0.04252,0.00659,0.06403,0.0,0.01217,0.05015,0.0,0.06435,0.0,0.0,0.0,0.0326,0.0,0.00604,0.0539,0.0103,0.05737,0.0,0.00172,0.00687
1123.0,7e-05,0.28494,0.13333,0.02263,0.03999,0.00642,0.06047,0.0,0.01049,0.04915,0.0,0.06069,0.0,0.0,0.0,0.03349,0.0,0.00549,0.05352,0.01308,0.07907,0.0,0.00148,0.00635
1123.0,5e-05,0.44028,0.11493,0.02154,0.03692,0.00546,0.05535,0.0,0.011,0.04231,0.0,0.05558,0.0,0.0,0.0,0.02203,0.0,0.00534,0.03992,0.00665,0.03703,0.0,0.00159,0.006
1123.0,5e-05,0.42537,0.11366,0.01976,0.03443,0.00534,0.05192,0.0,0.00985,0.04072,0.0,0.05219,0.0,0.0,0.0,0.02636,0.0,0.00486,0.04353,0.00864,0.04697,0.0,0.00138,0.00557
1123.0,6e-05,0.41719,0.10853,0.01846,0.03261,0.00519,0.04931,0.0,0.00853,0.04005,0.0,0.04948,0.0,0.0,0.0,0.02721,0.0,0.00447,0.04353,0.01067,0.06488,0.0,0.00121,0.00517
1123.0,9e-05,0.13664,0.1833,0.03345,0.05604,0.00869,0.0832,0.0,0.01717,0.0629,0.0,0.08366,0.0,0.0,0.0,0.04077,0.0,0.00847,0.06949,0.0063,0.04014,0.0,0.00255,0.00909
1123.0,0.00016,0.13268,0.17752,0.03175,0.05338,0.01059,0.07924,0.0,0.0157,0.06324,0.0,0.07982,0.0,0.0,0.0,0.04195,0.0,0.00807,0.06976,0.0083,0.05634,0.0,0.00233,0.00856
1123.0,0.0001,0.12905,0.1687,0.02934,0.05068,0.00849,0.07599,0.0,0.01397,0.06085,0.0,0.07641,0.0,0.0,0.0,0.04151,0.0,0.00729,0.06742,0.01283,0.08079,0.0,0.00203,0.00807
1123.0,7e-05,0.31096,0.14532,0.02894,0.04848,0.00703,0.07193,0.0,0.01471,0.05415,0.0,0.07234,0.0,0.0,0.0,0.02468,0.0,0.00733,0.04831,0.00571,0.03829,0.0,0.0022,0.00783
1123.0,0.0,0.32158,0.16137,0.0461,0.04221,0.00764,0.07253,0.0,0.01184,0.05499,0.0,0.04238,0.0,0.0,0.0,0.03756,0.0,0.0,0.02504,0.0,0.09043,0.0,0.0,0.00741
1123.0,6e-05,0.30104,0.14237,0.02693,0.04559,0.00671,0.06788,0.0,0.01336,0.05204,0.0,0.06828,0.0,0.0,0.0,0.02869,0.0,0.00679,0.05139,0.00765,0.04972,0.0,0.00198,0.00732
1123.0,7e-05,0.28903,0.13682,0.02427,0.04186,0.00638,0.06268,0.0,0.01142,0.04974,0.0,0.063,0.0,0.0,0.0,0.03275,0.0,0.00602,0.05398,0.01054,0.06913,0.0,0.00168,0.00664
1123.0,5e-05,0.45366,0.1145,0.02294,0.03922,0.00564,0.05824,0.0,0.01182,0.04394,0.0,0.05854,0.0,0.0,0.0,0.01753,0.0,0.00589,0.03629,0.0049,0.03323,0.0,0.00177,0.00633
1123.0,5e-05,0.43684,0.11443,0.02147,0.03659,0.00542,0.05466,0.0,0.01074,0.04199,0.0,0.05497,0.0,0.0,0.0,0.02288,0.0,0.00538,0.04093,0.0067,0.04032,0.0,0.00156,0.0059
1123.0,5e-05,0.42243,0.11126,0.01961,0.03399,0.00518,0.05103,0.0,0.00932,0.04048,0.0,0.0513,0.0,0.0,0.0,0.02644,0.0,0.00485,0.04358,0.00893,0.05556,0.0,0.00134,0.00542
1123.0,9e-05,0.13783,0.18524,0.03454,0.05702,0.00878,0.08408,0.0,0.0176,0.06315,0.0,0.08481,0.0,0.0,0.0,0.0409,0.0,0.00892,0.0707,0.00494,0.0358,0.0,0.00263,0.00921
1123.0,0.00016,0.13354,0.17947,0.0319,0.05375,0.01078,0.07992,0.0,0.01607,0.06351,0.0,0.08046,0.0,0.0,0.0,0.04206,0.0,0.00809,0.06995,0.00801,0.05012,0.0,0.00236,0.00867
1123.0,0.00012,0.12977,0.17093,0.02999,0.05138,0.00928,0.07676,0.0,0.01438,0.06165,0.0,0.07716,0.0,0.0,0.0,0.04166,0.0,0.00749,0.06805,0.01134,0.07472,0.0,0.00213,0.00818
1123.0,7e-05,0.31185,0.14711,0.02998,0.04936,0.0071,0.07262,0.0,0.01507,0.05426,0.0,0.07323,0.0,0.0,0.0,0.02505,0.0,0.00775,0.0497,0.00409,0.03441,0.0,0.00229,0.00793
1123.0,7e-05,0.30838,0.14346,0.0282,0.04752,0.00697,0.07068,0.0,0.01424,0.05369,0.0,0.07121,0.0,0.0,0.0,0.02519,0.0,0.00716,0.04847,0.00724,0.04387,0.0,0.00208,0.00768
1123.0,0.0,0.30292,0.15445,0.04294,0.03878,0.00672,0.06585,0.0,0.00947,0.05126,0.0,0.03742,0.0,0.0,0.0,0.04383,0.0,0.0,0.03319,0.0,0.11201,0.0,0.0,0.0065
1123.0,6e-05,0.29584,0.13848,0.02539,0.04363,0.00644,0.06533,0.0,0.01232,0.05103,0.0,0.06574,0.0,0.0,0.0,0.02985,0.0,0.00635,0.0516,0.01008,0.06174,0.0,0.00178,0.00698
1123.0,5e-05,0.45607,0.11553,0.02333,0.04017,0.0057,0.05903,0.0,0.01214,0.04427,0.0,0.05955,0.0,0.0,0.0,0.01718,0.0,0.00628,0.03681,0.00349,0.03088,0.0,0.00186,0.00643
1123.0,5e-05,0.44628,0.11394,0.02257,0.03806,0.00553,0.05661,0.0,0.01128,0.04311,0.0,0.05695,0.0,0.0,0.0,0.01964,0.0,0.00569,0.03812,0.00578,0.03771,0.0,0.00167,0.00613
1123.0,5e-05,0.43164,0.11112,0.02056,0.03535,0.00516,0.05294,0.0,0.00991,0.0414,0.0,0.05324,0.0,0.0,0.0,0.02344,0.0,0.00512,0.04093,0.00824,0.05179,0.0,0.00144,0.00565
1123.0,0.00023,0.06613,0.06414,0.11941,0.067,0.00243,0.03634,0.0,0.01307,0.01048,0.0,0.05167,0.0,0.0,0.0,0.00083,0.0,0.02611,0.07816,0.07231,0.05147,0.0,0.00929,0.00704
1123.0,0.0002,0.06519,0.06564,0.11478,0.05926,0.00247,0.03968,0.0,0.01209,0.00884,0.0,0.04746,0.0,0.0,0.0,0.00083,0.0,0.02338,0.07141,0.08705,0.05162,0.0,0.00792,0.00673
1123.0,0.00018,0.06476,0.06427,0.10867,0.05292,0.00237,0.04363,0.0,0.01086,0.00753,0.0,0.04345,0.0,0.0,0.0,0.00084,0.0,0.02112,0.06591,0.0985,0.05588,0.0,0.00683,0.00637
1123.0,0.0002,0.185,0.05512,0.10313,0.05775,0.00211,0.03114,0.0,0.01132,0.00896,0.0,0.04484,0.0,0.0,0.0,0.00073,0.0,0.02263,0.06787,0.06562,0.04478,0.0,0.00795,0.00611
1123.0,0.00018,0.18178,0.05683,0.1,0.05162,0.00217,0.03407,0.0,0.01058,0.00765,0.0,0.04155,0.0,0.0,0.0,0.00072,0.0,0.02047,0.06253,0.07745,0.04529,0.0,0.00686,0.0059
1123.0,0.00016,0.17972,0.05621,0.09542,0.04638,0.00208,0.03752,0.0,0.00955,0.00657,0.0,0.0382,0.0,0.0,0.0,0.00074,0.0,0.01857,0.05793,0.08684,0.04906,0.0,0.00597,0.0056
1123.0,0.0,0.47552,0.13073,0.03913,0.03608,0.00667,0.06056,0.0,0.01076,0.04667,0.0,0.03691,0.0,0.0,0.0,0.02449,0.0,0.0,0.01299,0.0,0.06372,0.0,0.0,0.00648
1123.0,0.00017,0.2972,0.04701,0.08836,0.0495,0.00181,0.02649,0.0,0.00973,0.00764,0.0,0.03861,0.0,0.0,0.0,0.00063,0.0,0.01948,0.05848,0.05794,0.03843,0.0,0.00678,0.00526
1123.0,0.00015,0.29216,0.04902,0.08651,0.04464,0.00187,0.02931,0.0,0.00917,0.0066,0.0,0.03601,0.0,0.0,0.0,0.00063,0.0,0.01774,0.05419,0.06724,0.0392,0.0,0.00592,0.00511
1123.0,0.00014,0.28899,0.0487,0.08274,0.04025,0.0018,0.03252,0.0,0.00831,0.00569,0.0,0.0332,0.0,0.0,0.0,0.00064,0.0,0.01614,0.05033,0.07533,0.04236,0.0,0.00517,0.00486
1123.0,0.00024,0.06573,0.06156,0.11942,0.07265,0.00211,0.03282,0.0,0.01343,0.01169,0.0,0.05466,0.0,0.0,0.0,0.00086,0.0,0.02829,0.08391,0.06532,0.04364,0.0,0.0103,0.00705
1123.0,0.00021,0.06543,0.06406,0.11601,0.06332,0.00247,0.03707,0.0,0.01265,0.0097,0.0,0.04975,0.0,0.0,0.0,0.00083,0.0,0.0248,0.07498,0.08012,0.05062,0.0,0.00863,0.00692
1123.0,0.00019,0.0647,0.06453,0.11128,0.05596,0.00241,0.04116,0.0,0.01144,0.00815,0.0,0.0454,0.0,0.0,0.0,0.00083,0.0,0.02224,0.06864,0.09337,0.0543,0.0,0.00735,0.00654
1123.0,0.00021,0.18862,0.05237,0.10247,0.06225,0.00178,0.02781,0.0,0.01151,0.00996,0.0,0.04705,0.0,0.0,0.0,0.00075,0.0,0.02433,0.07237,0.05954,0.03716,0.0,0.0088,0.00606
1123.0,0.00019,0.18321,0.05562,0.10089,0.05467,0.00216,0.03221,0.0,0.01099,0.00831,0.0,0.04321,0.0,0.0,0.0,0.00072,0.0,0.0215,0.06511,0.07175,0.0444,0.0,0.00741,0.00602
1123.0,0.00017,0.18041,0.05621,0.09728,0.04877,0.00211,0.03568,0.0,0.01001,0.00706,0.0,0.03973,0.0,0.0,0.0,0.00073,0.0,0.01945,0.06007,0.08271,0.04774,0.0,0.00637,0.00573
1123.0,0.00018,0.30425,0.04383,0.0869,0.05297,0.00146,0.02305,0.0,0.00974,0.00845,0.0,0.04016,0.0,0.0,0.0,0.00064,0.0,0.0208,0.06199,0.0532,0.03052,0.0,0.00747,0.00513
1123.0,0.0,0.45746,0.12934,0.03743,0.03427,0.0062,0.05889,0.0,0.00962,0.04464,0.0,0.03442,0.0,0.0,0.0,0.02908,0.0,0.0,0.01874,0.0,0.07323,0.0,0.0,0.00602
1123.0,0.00016,0.29483,0.0474,0.08649,0.04697,0.00185,0.02732,0.0,0.00946,0.0071,0.0,0.03726,0.0,0.0,0.0,0.00063,0.0,0.01854,0.05619,0.06305,0.0382,0.0,0.00634,0.00519
1123.0,0.00015,0.29026,0.04847,0.08414,0.04213,0.00183,0.03063,0.0,0.00866,0.00608,0.0,0.0344,0.0,0.0,0.0,0.00063,0.0,0.01684,0.05201,0.07205,0.04143,0.0,0.00549,0.00496
1123.0,0.00027,0.06229,0.05469,0.11887,0.07849,0.00105,0.02511,0.0,0.01304,0.01303,0.0,0.05776,0.0,0.0,0.0,0.00092,0.0,0.03119,0.09188,0.06553,0.02064,0.0,0.01137,0.00651
1123.0,0.00022,0.06535,0.06245,0.11563,0.06571,0.00238,0.03523,0.0,0.01288,0.01019,0.0,0.0511,0.0,0.0,0.0,0.00084,0.0,0.02571,0.07737,0.07724,0.04834,0.0,0.00905,0.00697
1123.0,0.0002,0.0647,0.06476,0.11235,0.05739,0.00244,0.04052,0.0,0.01171,0.00844,0.0,0.04631,0.0,0.0,0.0,0.00083,0.0,0.02276,0.0699,0.09076,0.05337,0.0,0.00759,0.00662
1123.0,0.00023,0.19426,0.04551,0.10095,0.06656,0.0008,0.02054,0.0,0.01098,0.01107,0.0,0.04923,0.0,0.0,0.0,0.0008,0.0,0.02664,0.07851,0.0593,0.01573,0.0,0.00959,0.00547
1123.0,0.00019,0.18513,0.05322,0.09958,0.05674,0.00203,0.02983,0.0,0.01111,0.00875,0.0,0.0443,0.0,0.0,0.0,0.00073,0.0,0.02229,0.06723,0.06955,0.04143,0.0,0.00778,0.00603
1123.0,0.00017,0.18066,0.05641,0.09818,0.04995,0.00213,0.03512,0.0,0.01022,0.00731,0.0,0.04044,0.0,0.0,0.0,0.00073,0.0,0.01986,0.06107,0.08038,0.04702,0.0,0.00658,0.00579
1123.0,0.00019,0.31621,0.03744,0.08476,0.05576,0.00059,0.0166,0.0,0.00916,0.0093,0.0,0.04154,0.0,0.0,0.0,0.00068,0.0,0.02253,0.0663,0.05264,0.01164,0.0,0.00798,0.00453
1123.0,0.00017,0.29862,0.04476,0.08481,0.04855,0.0017,0.02489,0.0,0.00948,0.00746,0.0,0.03801,0.0,0.0,0.0,0.00063,0.0,0.01915,0.05785,0.06144,0.0348,0.0,0.00664,0.00515
1123.0,0.0,0.4322,0.12562,0.03509,0.03167,0.00548,0.05376,0.0,0.0077,0.04187,0.0,0.03053,0.0,0.0,0.0,0.03545,0.0,0.0,0.02672,0.0,0.09212,0.0,0.0,0.0053
1123.0,0.00015,0.29065,0.04861,0.08485,0.04304,0.00184,0.03014,0.0,0.00882,0.00627,0.0,0.03494,0.0,0.0,0.0,0.00063,0.0,0.01716,0.05278,0.07018,0.04084,0.0,0.00565,0.00501
1123.0,0.00024,0.06797,0.08412,0.12629,0.07122,0.00289,0.06328,0.0,0.01506,0.01135,0.0,0.05521,0.0,0.0,0.0,0.00084,0.0,0.02725,0.08035,0.05541,0.02439,0.0,0.00998,0.00754
1123.0,0.00022,0.06593,0.07761,0.11991,0.06308,0.00291,0.05773,0.0,0.01367,0.00975,0.0,0.05068,0.0,0.0,0.0,0.00095,0.0,0.02464,0.07424,0.07525,0.03045,0.0,0.00853,0.00711
1123.0,0.0002,0.06535,0.07118,0.11246,0.05621,0.00288,0.05235,0.0,0.01226,0.00839,0.0,0.04661,0.0,0.0,0.0,0.00102,0.0,0.02246,0.06918,0.09168,0.04008,0.0,0.0073,0.00671
1123.0,0.0002,0.18339,0.07306,0.10926,0.06149,0.00252,0.05455,0.0,0.01308,0.00974,0.0,0.04794,0.0,0.0,0.0,0.00073,0.0,0.02361,0.06978,0.05121,0.02175,0.0,0.00857,0.00657
1123.0,0.00019,0.18068,0.06784,0.10468,0.05484,0.00263,0.05026,0.0,0.01196,0.00849,0.0,0.04431,0.0,0.0,0.0,0.00085,0.0,0.02151,0.06491,0.06747,0.02663,0.0,0.00737,0.00622
1123.0,0.00018,0.17978,0.06246,0.09862,0.04919,0.00253,0.04582,0.0,0.01078,0.00731,0.0,0.04094,0.0,0.0,0.0,0.00089,0.0,0.01972,0.06075,0.08104,0.03495,0.0,0.00636,0.00589
1123.0,0.00018,0.29298,0.06286,0.09371,0.05269,0.00218,0.04664,0.0,0.01125,0.0083,0.0,0.04128,0.0,0.0,0.0,0.00063,0.0,0.0203,0.06009,0.04608,0.01908,0.0,0.00731,0.00567
1123.0,0.00017,0.28979,0.0589,0.09051,0.0474,0.0024,0.04346,0.0,0.01039,0.00742,0.0,0.03844,0.0,0.0,0.0,0.00075,0.0,0.01865,0.05628,0.05901,0.02261,0.0,0.00635,0.0054
1123.0,0.00015,0.2887,0.05427,0.08561,0.0427,0.00219,0.03976,0.0,0.00939,0.00631,0.0,0.03561,0.0,0.0,0.0,0.00077,0.0,0.01715,0.05279,0.07037,0.02995,0.0,0.00551,0.00512
1123.0,0.0,0.16444,0.21145,0.05933,0.05501,0.01035,0.09544,0.0,0.01711,0.07077,0.0,0.05701,0.0,0.0,0.0,0.04495,0.0,0.0,0.02844,0.0,0.0822,0.0,0.0,0.01003
1123.0,0.00025,0.06907,0.08738,0.12848,0.0762,0.00293,0.06364,0.0,0.01584,0.01237,0.0,0.05804,0.0,0.0,0.0,0.00083,0.0,0.02898,0.08452,0.0441,0.0229,0.0,0.01082,0.00781
1123.0,0.00024,0.06618,0.08168,0.12485,0.06748,0.00354,0.06097,0.0,0.01449,0.01119,0.0,0.05323,0.0,0.0,0.0,0.00103,0.0,0.0261,0.07775,0.06376,0.0257,0.0,0.00929,0.00735
1123.0,0.00022,0.0653,0.07468,0.11639,0.05978,0.00311,0.05505,0.0,0.01304,0.00926,0.0,0.04891,0.0,0.0,0.0,0.00109,0.0,0.02373,0.07224,0.08335,0.03511,0.0,0.0079,0.00692
1123.0,0.00022,0.18506,0.07556,0.11135,0.06581,0.00254,0.05437,0.0,0.01367,0.01066,0.0,0.05021,0.0,0.0,0.0,0.00073,0.0,0.02503,0.0732,0.04077,0.02118,0.0,0.00933,0.00678
1123.0,0.00021,0.18077,0.07101,0.10865,0.05847,0.00289,0.05296,0.0,0.0126,0.00946,0.0,0.04631,0.0,0.0,0.0,0.00087,0.0,0.02266,0.06761,0.05781,0.02294,0.0,0.00802,0.00642
1123.0,0.00019,0.17963,0.06518,0.1018,0.0521,0.00267,0.04801,0.0,0.01138,0.00799,0.0,0.04277,0.0,0.0,0.0,0.00094,0.0,0.02075,0.06319,0.07413,0.03128,0.0,0.00686,0.00606
1123.0,0.00018,0.2949,0.0647,0.0955,0.0562,0.00219,0.04619,0.0,0.01169,0.00907,0.0,0.04298,0.0,0.0,0.0,0.00063,0.0,0.02138,0.0627,0.03706,0.01896,0.0,0.00795,0.00582
1123.0,0.00018,0.28962,0.06143,0.09379,0.05026,0.00269,0.04562,0.0,0.01088,0.00828,0.0,0.03993,0.0,0.0,0.0,0.00078,0.0,0.01949,0.05829,0.05097,0.01964,0.0,0.00688,0.00555
1123.0,0.00016,0.28859,0.05659,0.08819,0.04506,0.00235,0.04155,0.0,0.00989,0.0069,0.0,0.0371,0.0,0.0,0.0,0.00081,0.0,0.01797,0.05476,0.06471,0.02659,0.0,0.00591,0.00526
1123.0,0.00026,0.06988,0.08828,0.12857,0.07956,0.00292,0.06174,0.0,0.01633,0.01301,0.0,0.0601,0.0,0.0,0.0,0.00083,0.0,0.03028,0.08777,0.03819,0.02227,0.0,0.01136,0.00797
1123.0,0.0,0.1562,0.20415,0.05326,0.04907,0.0091,0.08472,0.0,0.01451,0.06358,0.0,0.05006,0.0,0.0,0.0,0.05528,0.0,0.0,0.0422,0.0,0.08946,0.0,0.0,0.00878
1123.0,0.00026,0.06649,0.0833,0.12703,0.06928,0.00381,0.06224,0.0,0.01485,0.01174,0.0,0.05441,0.0,0.0,0.0,0.00106,0.0,0.0268,0.07941,0.05935,0.02404,0.0,0.00958,0.00745
1123.0,0.00023,0.06526,0.07606,0.11816,0.06136,0.00329,0.05618,0.0,0.01334,0.00973,0.0,0.04989,0.0,0.0,0.0,0.0011,0.0,0.02432,0.07361,0.07954,0.03369,0.0,0.00817,0.007
