H2,H2O,CO,CO2,CH2O,CH4,CH3OH,C2H2,CH3CHO,C2H4,C2H6,CH3COCH3,A1-C6H6,C5H6,A2-C10H8,A1OH-C6H6O,C5H4O2,C2H2O2,HAA-C2H4O2,XYLOSE-C5H8O,C11H12O4,C8H10O3,C2H5OH,HCOOH
0.007383136301245164,0.364522792277795,0.196606966672889,0.07226245529848006,0.07071604769513655,0.00867592265758921,0.024049618246643766,0.0007193535369019394,0.0009607907239950883,0.01038005103641083,1.1576456918873443e-05,0.039919096273350704,0.010603952137282928,0.001032575076942845,0.0014872773126129802,0.0012764562760526593,0.10601752126465963,3.564607526385326e-09,0.00013551566630050227,0.009102924757063913,0.0616470031046539,0.006964614243464946,3.522587319781281e-07,0.005523997160269974
0.010257946655712237,0.12854358464843857,0.2896203172657876,0.11166750789181201,0.10223246497887223,0.014478065849871978,0.050934331662105564,0.0004137248817244498,0.0018125482439236742,0.01950148869765806,1.2252855729058667e-05,0.06404529129403584,0.011271351264930379,0.000950084321221603,0.0020516993316427572,0.0017089477727227668,0.13218760122233922,4.101398654188972e-09,0.00019178887230385738,0.007456983916231721,0.03807447317224621,0.003997658182351307,5.738506100163927e-07,0.008589309066330287
0.010220249034563646,0.13105862879120198,0.28397636245770247,0.10627550988711096,0.10003047992479613,0.013798666203042006,0.04652092319741541,0.0004896983494676894,0.001620527774944823,0.017824385517580164,1.094235249906125e-05,0.059583485868790496,0.012778261307358093,0.0011427254825518648,0.0024436017238771627,0.001984019518900278,0.13803166224632143,4.826423156143517e-09,0.00021251001957751177,0.010158948740457977,0.04848103260160008,0.005224325065191568,5.000903993265165e-07,0.00813254901822657
0.0014284015644308035,0.15824228113967106,0.22111579016763816,0.06061609075176373,0.06492642564851188,0.012799403624793775,0.08202586408666368,0.0012398600379864963,0.0016129930588953977,0.06632993701143002,5.774366749644058e-07,0.04836819159198553,0.0004179413836802842,0.009459086581372464,0.04144903557405403,0.031755857097458554,0.0,4.0077924473450504e-10,5.933148035147543e-05,0.0,0.1818474722488143,0.00824853678068353,7.571091296041379e-07,0.008056165223231047
0.010169158719393478,0.13371777212153854,0.2775496026443069,0.09946657434612617,0.09802046599591671,0.012815774001645276,0.04243924505534804,0.000579063343663843,0.0014322582702354493,0.01628009400553892,9.799226583308157e-06,0.05560412107280006,0.014091181366182398,0.00128499741991262,0.0025066644741390744,0.002036961761952242,0.14251282290647188,5.498371749042682e-09,0.00022997632794372313,0.012423671737543815,0.06224105939622519,0.006871309676746891,4.360715179914834e-07,0.007716984559895793
0.008652748627408053,0.25057682902733486,0.24678681648817066,0.09466651320185288,0.08990469744750143,0.012233840475363198,0.043910045275315154,0.00042446740434006733,0.0015724652024628172,0.01550345129279094,1.2775042265916138e-05,0.05503368207759654,0.00960053176312547,0.0008402667800021728,0.0017660458429196507,0.0014664248516308997,0.11554938229231654,3.315370968824088e-09,0.00015093949937965682,0.006830562598749966,0.03366911139343487,0.0034590714442536107,4.942106350838473e-07,0.007388834445778773
0.008656127494180621,0.2515310895116908,0.24309405296650682,0.09086859359903877,0.08812788172759327,0.011868851410155276,0.04042667510891094,0.0004909851267114002,0.0014251761731776584,0.014289661895941864,1.1695450659066628e-05,0.05162912363252946,0.010796346764581036,0.0010008543352195594,0.0021137891559178702,0.001713437421786731,0.12016152048190785,3.874026780420568e-09,0.00016794672746443936,0.009004839004631152,0.041237678621788065,0.0043430388119550896,4.4020890677323933e-07,0.007040190494718822
0.008611837412658977,0.2528490984597874,0.23734203109197777,0.08553357158601486,0.08644397554110958,0.010900847356872313,0.03702536085036591,0.0005863355472347913,0.0012599254735313522,0.013006656505201032,1.0555945858506572e-05,0.048272009709513876,0.011822751361927042,0.0011364049369174461,0.002205399580982371,0.0017849577544445576,0.12380453784770105,4.393559087068176e-09,0.00018243279254815515,0.010841347098383585,0.05389253412692368,0.005807495229672616,3.9037869593366934e-07,0.006679539018118135
0.007307605786925914,0.3625242792680673,0.20948473922535069,0.07956648077252726,0.07718647237400357,0.010339436485586447,0.037077130837001045,0.0004148514639191381,0.0013458347491534137,0.012535644235518255,1.3158146432190941e-05,0.046809065178846684,0.008194158915375987,0.0007167625292965685,0.00149690528224794,0.0012432943873111372,0.09929355038499643,2.663999400665168e-09,0.0001164364108783627,0.006080571456992926,0.029008502364594256,0.0029552904285668324,4.3445853310815236e-07,0.006289392193875159
0.007312141125390192,0.36199854090924144,0.20647087887891633,0.07736402931333762,0.0759764234067537,0.010089642948305876,0.03467964761990303,0.00047379201677745806,0.0012327452473928188,0.011644749567885488,1.21402516770757e-05,0.04420448816403004,0.009085278673056064,0.0008397395744963709,0.0017750975560089871,0.0014359061121820892,0.10291943809434392,3.0804931126503814e-09,0.00013033155477874773,0.007773923091044795,0.034927448674710974,0.0036306354544261695,3.930486730794858e-07,0.006022585636174777
0.007274052021653376,0.3624355955050879,0.2016328876233518,0.0729865212994737,0.07463122853976356,0.009302540951417583,0.03187084030103138,0.0005689495046155528,0.0010933448130957162,0.01063324680941827,1.1023648528035139e-05,0.041411282299731116,0.00991263363715264,0.0009581942181390824,0.0018693582292429413,0.0015114266535653387,0.10602446673830666,3.4905453659931863e-09,0.00014255262754168013,0.009282330862449225,0.04585880187849271,0.004871081443355242,3.5173554840160304e-07,0.005717285168492523
0.010326540432029584,0.12669749606515782,0.29328814832602146,0.11358744473470626,0.10288340282462594,0.014919558415306771,0.05151540170087546,0.00039082353021126866,0.0018985374334402872,0.020571080542999134,1.3223651775237147e-05,0.06651526043058614,0.010556441332172284,0.0009101685636293232,0.002020087909353055,0.001691426622528783,0.1283775026429731,3.723094577221779e-09,0.00017821369776916556,0.005854112920906413,0.03528963817131729,0.0036867144347807546,6.173284170573858e-07,0.008828154565323102
0.010223036557012675,0.1286414600147381,0.2869620261603164,0.11093139668453225,0.10132836234461316,0.014501551856746486,0.049060475437543674,0.0004417495796720371,0.0017310261900538083,0.018977867863804673,1.1708641869455014e-05,0.06207892199078771,0.011834942321098437,0.0010867938863147613,0.002501038943576779,0.002020417224900125,0.13419447987202965,4.385385681896379e-09,0.00020040171662544237,0.008570200646562979,0.041887549787558716,0.004438965873496177,5.420719384192371e-07,0.008375079948822167
0.01021374661027026,0.1315106001465328,0.28130028370937216,0.10329747139636833,0.0990793521470482,0.013444361353129274,0.04453610323979903,0.0005332464334616207,0.0015314269886427135,0.017174778376828053,1.0480947829638777e-05,0.057807463803441955,0.013315060763068088,0.0012585457433534895,0.0027033123365228662,0.002167949893404869,0.13934063587877638,5.120923369252375e-09,0.00022027700523061103,0.01117185098256433,0.0554113528688278,0.006045117586797993,4.704971471062501e-07,0.007926106170659489
0.0010808970649653527,0.35117229533429206,0.15933204142696725,0.05214334081959163,0.047970913547749496,0.011216873315789183,0.05643166884898492,0.0012042678713422973,0.0014371893937652357,0.05585746509587119,9.420361573419232e-07,0.04218677574143609,0.0002940659220753005,0.006573192963740074,0.027524079903042745,0.021894943109847815,0.0,1.844902058659003e-10,2.710797718330986e-05,0.0,0.14984897944372527,0.00683607468198901,1.159787580609976e-06,0.0069657255294135936
0.008669425441250576,0.24946201981913488,0.24885401733357587,0.09696599640414456,0.09021166879195515,0.01253695125198132,0.04388087938827116,0.0004106866789174316,0.001634946683782621,0.016352966852134526,1.3669855883379007e-05,0.05684593239036401,0.008986676738197275,0.0008149383315280012,0.0017394171108654317,0.0014573459577377546,0.11233245922337784,2.993262236676777e-09,0.0001382805653011492,0.005392742045927199,0.03243033257759132,0.0033155435541865714,5.291351631435707e-07,0.007552570875466742
0.008649490295959263,0.2498258750474623,0.24555786009818753,0.09464983152328543,0.08932361286751521,0.012466143664281677,0.04258164914773748,0.0004388095369871984,0.0015203253251362269,0.015205853260469138,1.2337643214192218e-05,0.05364818790972184,0.010066535259342658,0.0009531603385674534,0.0021851776538675603,0.0017576661564532078,0.11744441136425163,3.530582366321701e-09,0.00015792855316519813,0.0076957969555249035,0.03499002255708276,0.0036215326848869638,4.732416575901574e-07,0.007247315384660154
0.008663099115648519,0.2515441357727611,0.2408960876946656,0.08860440006682643,0.08730189418574837,0.011440451655958209,0.038776675084548046,0.0005357484190127082,0.001348926090674727,0.013671261728517872,1.1240550753365114e-05,0.05013922638877038,0.011261350847281753,0.001086784907054147,0.00226948024716334,0.0018216782252464415,0.121504548617666,4.112318567951903e-09,0.00017455878816831168,0.009854494495040153,0.04719101307698967,0.005032782724034145,4.161868791681206e-07,0.006869741018273196
0.007289068284006295,0.3618014039096339,0.21024781583136756,0.08164851682336807,0.07743820048594206,0.010520840824357313,0.036896043168903984,0.0004077005820136921,0.001389285390888823,0.013216151283057247,1.3890053898023257e-05,0.04810518666410431,0.007679459798855057,0.0007004267178883399,0.0014800557431079425,0.0012354247938585956,0.09690957604134741,2.4038193276175153e-09,0.00010577141042820863,0.004866408883283038,0.028739411518463626,0.0029088312872316783,4.632657976251869e-07,0.006400064834377593
0.007275357865591013,0.3604263804811109,0.2076407952919411,0.08025640739274491,0.07700249492982618,0.01041043987337326,0.03635873925882089,0.0004339776621923301,0.0013000649794222738,0.012310647151420584,1.2599048256035282e-05,0.045638874802977805,0.008499212553117703,0.0008098961020100947,0.0018334770224615452,0.0014748756489704545,0.10106438709008253,2.8116307689208602e-09,0.00012202046735466506,0.00669654564866302,0.03109101908275001,0.003174932160413647,4.190566050426911e-07,0.006166433618263236
0.007292485849539129,0.3612957761141167,0.2040600031499846,0.07542077076518604,0.07535957046432806,0.009668387529367104,0.03325066345879654,0.0005265085882930221,0.00116070570597811,0.011149854812194994,1.1620057123688841e-05,0.042841810608453344,0.009446856440330031,0.0009256545504769858,0.0019243994602629576,0.0015495676176061342,0.10416651207798379,3.2680760657179476e-09,0.0001360526688289255,0.00846879163220653,0.04115620232207727,0.004326001266431622,3.7277783255940026e-07,0.005861428814525798
0.010486347882243254,0.12577257429651054,0.2965153539337494,0.11452752294991304,0.10256746833850298,0.015200169406262044,0.04986722770126969,0.00038686176646907154,0.00193163882015368,0.02116259663160246,1.4108264420459483e-05,0.06805471074805558,0.01035844729822993,0.0009051561330791838,0.0020209092277758017,0.0016989877578339019,0.1261725761229791,3.5474561982191055e-09,0.0001693877734500766,0.005014922898893002,0.03456585783291109,0.0036482266583521984,6.431049365139659e-07,0.008958300904950691
0.010261937245606617,0.1275114628016786,0.2892110496888384,0.11314341065296578,0.10177736940002385,0.015117054867211262,0.05014338199494263,0.0004162625108209451,0.0017878764890812329,0.019610971177839078,1.2222444361249119e-05,0.06336692998968815,0.011412941423165669,0.0010802239206627604,0.002623239521023655,0.0021048876396702813,0.13162647773708736,4.200235244715095e-09,0.00019489370736491395,0.007906928698124809,0.03816573852219608,0.0040225245997159475,5.599110321919289e-07,0.0085016508566634
0.01024174237258114,0.1305225400035185,0.28300117084472914,0.10493943415998246,0.09946321150351635,0.013809357132671797,0.0453693877042003,0.0005144511284095409,0.001573716510848264,0.017604672834816676,1.0820144765572629e-05,0.05875984310377367,0.012981753708674984,0.0012533651854768541,0.0028084316191652092,0.002238299260388865,0.137667569564245,4.967610552214022e-09,0.00021612489416129415,0.010656344087889355,0.052633117756019594,0.005717253653670003,4.846910052846676e-07,0.008016903167879803
0.008799605450035587,0.25007372325801336,0.25102272600269937,0.09727658134130228,0.08977425964324376,0.012743236855724193,0.041871221099073486,0.0004123011924489206,0.0016571447927596515,0.01682374865729543,1.4635542328610666e-05,0.05810006803580656,0.008828765534371775,0.0008140823544720283,0.0017359350206351072,0.001458304217677082,0.11047431951152571,2.843838224889677e-09,0.00013003937609717484,0.004610693334951223,0.03238229365539519,0.0033507496909684605,5.504785920827175e-07,0.007645012110744781
0.0010910772687466508,0.33836625419284905,0.17683617808097923,0.04994363272401827,0.048821625249214864,0.010865072383011504,0.06438412892647012,0.0011277675131767192,0.001412329408925431,0.05373015794981422,8.827598809381444e-07,0.04071337123210177,0.000294848964281067,0.006857515684705927,0.029024493360905734,0.02275625160193724,0.0,1.8527023426858336e-10,2.808178708060523e-05,0.0,0.14065393703522477,0.006341252245363679,1.0764771714809382e-06,0.006750064968870254
0.008641717002935844,0.24864077693251765,0.24697077171422088,0.09687470270620772,0.08990748093559867,0.012805840014649432,0.04373993667500376,0.0004145062952156259,0.0015718149114796517,0.015718449115733935,1.2799639995276114e-05,0.05483897135636643,0.009629100088230364,0.0009323979134813176,0.002226936958551848,0.001784245575265747,0.11532236034995093,3.3381804308752508e-09,0.00015198147489937648,0.0069385916811480815,0.032206500636258996,0.0033057403295090556,4.913445353135216e-07,0.007363883010063905
0.008661666402263258,0.25025405173917464,0.24189801662138366,0.09019007904057348,0.08781396905452957,0.011786549535165539,0.03959946642411918,0.0005184971790807837,0.0013858958244848403,0.014124659361506737,1.1548848536182903e-05,0.050997614326954654,0.010899045805266128,0.0010898945804845859,0.002395530067660438,0.0019066180129166392,0.1199465040974815,3.956116626315563e-09,0.00017039971613648435,0.009302399095061512,0.045298290374486246,0.004797150160915341,4.3055980950764046e-07,0.006951719215892329
0.007366491408015568,0.36305954795265516,0.21127190078583974,0.08200774965094439,0.07706212856463132,0.01065574543218744,0.03526375035168829,0.0004112297533327305,0.001406195995503595,0.01359875798011274,1.4772062982654623e-05,0.049048409124413786,0.007501471983523199,0.0007006449872930612,0.0014770562976259144,0.0012362752710239934,0.09526050615583384,2.2700496786586314e-09,9.854102014274141e-05,0.004150547696411961,0.028981123564873652,0.0029609226242872937,4.814990529352324e-07,0.006465747567574441
0.007233405369569086,0.35931626022229113,0.2080727297690677,0.08211698800716868,0.07767077241305112,0.010617837239715133,0.03743753130385874,0.0004130104485427779,0.0013416247054518465,0.012781244827388636,1.2892345217048674e-05,0.04655286327386904,0.00810399842298162,0.0007908007735587643,0.001848916484665534,0.001487075215587333,0.09971204971795508,2.639239256547813e-09,0.00011645440843807437,0.005972230946278807,0.029199402410444168,0.002945900332093693,4.3678353192160856e-07,0.006255571940034659
0.007300304391328018,0.3606456989818324,0.20540796766551295,0.07676976165807801,0.07584435729854952,0.009966496951612903,0.034054060426784924,0.0004989123503483379,0.0012004256551385057,0.011497954166222676,1.1923556171210055e-05,0.04364070558893717,0.009183793264339357,0.0009218223426537938,0.002045619636800352,0.0016257876589952517,0.10318448609637591,3.141624800019727e-09,0.0001323196233503873,0.007990557643072702,0.03814437969605154,0.003979398746726202,3.854158156724747e-07,0.0059528780436774245
0.01027563988407837,0.12772349574858322,0.29390714077717484,0.11812745850232839,0.10308540011777598,0.0153391595377269,0.05334770706487902,0.0003412253244389386,0.0019326775015339002,0.020367679055525188,1.302825056811766e-05,0.06630715736595393,0.010634941278678136,0.0009280676022205331,0.002331939051235828,0.0018955673574938296,0.12856449901287045,3.784604689641885e-09,0.00018155570469401773,0.006247444248957617,0.02681850409388915,0.00277794078235605,6.035973428150457e-07,0.00885116435508998
0.010268435877690182,0.13006145443187475,0.2889610096234423,0.10975238347242539,0.10124835375953171,0.015267853345545377,0.0486886701171476,0.0004200474676366571,0.0017400960798576123,0.019160066944854493,1.1692340852782994e-05,0.061871816178771355,0.0120947422587647,0.001184774139574909,0.0030489206528620206,0.0023901183510211988,0.1347474708047134,4.49590570859613e-09,0.00020340971070907657,0.008992071418100699,0.03751253106796241,0.003982033913139327,5.342278665804715e-07,0.008391509319749873
0.010252144891081498,0.13284358168238108,0.28337124079805737,0.10197444651565479,0.09898603343028615,0.014195262156814709,0.04409609308362585,0.0005128032454123041,0.0015399767430983675,0.01735887600933521,1.0460745804482614e-05,0.05757765211534767,0.013563659391214776,0.0014087961686977987,0.003497835315976501,0.0027054718464534435,0.13946661068264768,5.240592946991832e-09,0.00022312297698889844,0.011572250671430565,0.05130392464456822,0.005604854541984599,4.623600245365007e-07,0.007934434742520754
0.008665632291325338,0.2499579314349621,0.25038093301122116,0.10028837371127625,0.09066513785156867,0.012874447974916789,0.04604447157859482,0.00034971330316007737,0.0016776062513764063,0.016190760332713387,1.3481650237575201e-05,0.05696211226172969,0.00906901379447282,0.0008064260050391725,0.0019569872924526705,0.0015950859438754639,0.11263141970599427,3.0511113695604155e-09,0.00014194552894112065,0.0057556614477063065,0.0239334891849619,0.0024254690381875408,5.18983933924553e-07,0.007613378370241155
0.008629053359696362,0.25013896703075544,0.24626795206551202,0.09358546179896676,0.08958324632650559,0.013905053756576986,0.04232476362643785,0.00042106662783265647,0.0015282659082363427,0.01600746188443225,1.2331547673443302e-05,0.05346260668505008,0.010142939212339785,0.0010291939788372145,0.0026144001072029703,0.002045367907339252,0.11755845447793435,3.600963921233074e-09,0.00016138662391650005,0.008051571127165038,0.03200002371126126,0.0032972427470548964,4.779268476527907e-07,0.00723270796146129
0.0010135375735354144,0.3361985122022162,0.17125127965421816,0.04982757233043304,0.048926765599265044,0.01041047779102057,0.06328567289444162,0.0011788988091769998,0.0013196798611461726,0.05393460301971698,7.670907319915676e-07,0.039794097356519856,0.0002722540343849355,0.006732300306289695,0.028463212687871598,0.022385967276399396,0.0,1.7744732595341545e-10,2.8513413062987755e-05,0.0,0.1516661333066102,0.006713220163715665,1.0851681087858182e-06,0.0065954492836871855
0.008673290824130268,0.25196018594610303,0.24234514068924862,0.08769941279052262,0.0873445111200434,0.012162757248626433,0.038475281098491854,0.0005183764399351689,0.001355366379545522,0.013943865632088043,1.123375287591528e-05,0.050013835409070596,0.011386753596071152,0.0012143557158253932,0.0029283637834539382,0.0022753707098945664,0.12130057094710767,4.189039717302992e-09,0.00017697783301324216,0.010136347710561974,0.04446110927306066,0.004740812314429831,4.142339497490709e-07,0.00687566236291065
0.007300582492378399,0.36181211470762803,0.21204865330109673,0.08446886024027117,0.07798364025994467,0.01081003330465204,0.03916142065249491,0.00034183505316026137,0.0014342544187971496,0.01309254033683227,1.3724442283660172e-05,0.04838104905726548,0.0077296538143050465,0.0006824571025833773,0.0016347350364582635,0.0013363741172375434,0.09704909899875254,2.447117539329052e-09,0.00010908833609046084,0.00517142593265593,0.02087686431957074,0.002092606447115158,4.5525240258798754e-07,0.006468529928906084
0.007281264155919599,0.3604231957200771,0.20898869332934025,0.07958666403231862,0.07735175661791328,0.011863039356163814,0.03630072042926411,0.00040693435002291236,0.0013195143775479824,0.013118443521023298,1.2693742112057373e-05,0.04572425169225068,0.008530478300243413,0.000869554884787234,0.002210807334452243,0.001730425740764814,0.10086833463521298,2.8582694824368865e-09,0.00012485141420015244,0.006973053133415743,0.027349990734817895,0.002777409214179329,4.298984262072625e-07,0.006187490527276651
0.007326172375969318,0.36163159812968143,0.20598791030594446,0.07485593080484523,0.07549773364111333,0.010369145823539197,0.033150546499566384,0.0004989242048559492,0.0011766451998542942,0.01141725045534441,1.1668251564573594e-05,0.0429262897007287,0.009544652179920192,0.0010290445475745027,0.00251186110046744,0.001948378610314209,0.10392945928717102,3.3217646796097375e-09,0.0001379636096915777,0.008677138346185491,0.03753516587616512,0.003942277421792213,3.742596539358414e-07,0.005893866046292182
0.010306531480135769,0.12556038351000312,0.2974119084110667,0.12207837287459511,0.10421431831085907,0.015815548306805146,0.05590757076335735,0.00029947891472450393,0.002045606248073131,0.0213527652196085,1.4012342799117685e-05,0.06905681092622555,0.009768439836595649,0.0008507855986284724,0.0022085667458175574,0.0018104455298012907,0.12363737763639898,3.3960103727299346e-09,0.0001691565166694655,0.004667694256944658,0.02150626568845834,0.0021989967165869846,6.429189637233248e-07,0.009118317850871506
0.010201249721121589,0.12621061515338935,0.29154942101846415,0.11501256057381838,0.10315550278225084,0.01865009090096436,0.05174015218267055,0.00035995875444710067,0.0018838791820696902,0.022421909284892367,1.2941463076983386e-05,0.06495151657515905,0.01070315216740545,0.001151705613439177,0.0032601358899759744,0.002536222361605084,0.12801862396566516,3.9424292154890556e-09,0.00018957992401683228,0.0070998146046567685,0.02922884246203844,0.0030147546939824823,5.946378982785491e-07,0.008646772144562763
0.010284938699862802,0.1299604890114799,0.2870990802879183,0.10654140089082857,0.10028437734708566,0.015913459878695635,0.04655707518358394,0.00046124873557308463,0.0016595162443785861,0.019125571965135882,1.1464143136938341e-05,0.06025682673260342,0.012550847225956311,0.0013169849555119946,0.0034133528436630107,0.002646929959789677,0.13505950819791834,4.794628041084424e-09,0.0002121157981430445,0.010141138158774383,0.04362876416502195,0.00468937764505135,5.063369052295143e-07,0.008185020798353902
0.00863114434104326,0.2477216986100966,0.2521747111682195,0.10403929340546761,0.09186145906225877,0.013362437683957173,0.048387136458543055,0.0003152238889757852,0.0017716949964295399,0.017220948565501562,1.4362540504388052e-05,0.05927426716178575,0.008198403120652039,0.0007558001314628707,0.0019177454083122813,0.0015635744095001585,0.1079973045676168,2.6870975779938094e-09,0.00012990836635989856,0.004199341842735727,0.020595858083221962,0.002050625783053662,5.556735670777593e-07,0.007816502043637189
0.008552486659606225,0.24675205768458114,0.24809006341984452,0.09832412145912864,0.09145489201468089,0.015877068055886682,0.0451672936062883,0.0003628845554780076,0.001649927072291274,0.018174477903565342,1.3244956773534895e-05,0.056053240268099526,0.009019058659532854,0.000993733259564667,0.0027626318418185847,0.0021481792080124767,0.1128034835238512,3.1364234440488475e-09,0.00014845163632704124,0.006276286902843065,0.02537440876554043,0.0025376908776256544,5.325392826905415e-07,0.007463781992953594
0.008683247945911615,0.24949309028819763,0.24517207140528635,0.09163830046061927,0.08869448759611703,0.01339395853178094,0.04071217791277116,0.0004651760328255898,0.0014594763779316204,0.01529596684358313,1.20776527795069e-05,0.052281428470553434,0.010518845967499933,0.0011489650209927677,0.002937692837757653,0.002276799949646744,0.11784351497776312,3.806416634092457e-09,0.00016701172984353075,0.008812078508902928,0.03793236576495427,0.00396915734527158,4.535819821594307e-07,0.007091650990611274
0.0007376783336532095,0.5185727494488902,0.1048697582423085,0.04325661275931656,0.04014119023380294,0.007987447751833548,0.038123475645073145,0.0009466818448162698,0.0010348374822100725,0.0470509401935325,7.715045782279107e-07,0.03385034474895314,0.0002139315467943535,0.005491499705320995,0.02253116290760332,0.01801923028486951,0.0,1.0720477512523662e-10,1.6573819834083937e-05,0.0,0.10736277626763605,0.004707894039598304,1.2463790117238272e-06,0.0050831967531584435
0.007243795760452836,0.35992127995535267,0.2128117568031189,0.08715830995318022,0.07918518159906814,0.011074939384800886,0.0412590467257999,0.0003158761233215632,0.0015105853719575367,0.013957849637032732,1.4431151320192512e-05,0.05027387878442824,0.006949254713003265,0.0006409492793496982,0.0015747756002314145,0.0012988146188564447,0.09335413198681929,2.131847581295896e-09,9.7980248438257e-05,0.0037432533117917155,0.019100867926681486,0.001875356669160565,4.886607377797918e-07,0.006637193603248688
0.0071892490742188914,0.35796644766090974,0.20999984926555218,0.0835409378499602,0.07892591918624976,0.012796451750445059,0.03871225655718828,0.0003553774371906289,0.0014144257201138212,0.01444935843500561,1.3339553946818e-05,0.04773169303291304,0.007664910997854968,0.0008340863731492034,0.0022933692746710545,0.001783787213857717,0.09777539541587991,2.4874300594770442e-09,0.00011316245764307647,0.005427551949696248,0.022424590687838395,0.002212698948430205,4.7288991242571843e-07,0.00637466577994257
